id,name,address,map_link,latitude,longitude,rating,open_hours,website,phone
1189,Chusu Kitchen Sapa,"08a , Thac Bac Street, Sapa Sapa 31786 Lao Cai Province",https://www.bing.com/maps?cp=22.335718154907227%7E103.83973693847656&lvl=17.0&q=Chusu%20Kitchen%20Sapa%20%2C%2008a%20%2C%20Thac%20Bac%20Street%2C%20Sapa%20Sapa%2031786%20Lao%20Cai%20Province,22.33571815,103.8397369,5.0,Open · Closes 10 PM,https://www.facebook.com/nhahangchusukitchen,0377 955 158
1190,Nhà hàng Hải Lâm Sa Pa,69 Xuân viên Sa Pa 330000 Lào Cai,https://www.bing.com/maps?cp=22.33701515197754%7E103.8440933227539&lvl=17.0&q=Nh%C3%A0%20h%C3%A0ng%20H%E1%BA%A3i%20L%C3%A2m%20Sa%20Pa%20%2C%2069%20Xu%C3%A2n%20vi%C3%AAn%20Sa%20Pa%20330000%20L%C3%A0o%20Cai,22.33701515,103.8440933,,Open · Closes 11 PM,,093 424 66 96
1191,Gerbera Restaurant,Pho Cau May Sapa,https://www.bing.com/maps?cp=22.333581924438477%7E103.84247589111328&lvl=17.0&q=Gerbera%20Restaurant%20%2C%20Pho%20Cau%20May%20Sapa,22.33358192,103.8424759,,,,
1192,Healthy Eatery & Beverage,035 Muong Hoa Sapa 330000 Lao Cai Province,https://www.bing.com/maps?cp=22.33207130432129%7E103.84403991699219&lvl=17.0&q=Healthy%20Eatery%20%26%20Beverage%20%2C%20035%20Muong%20Hoa%20Sapa%20330000%20Lao%20Cai%20Province,22.3320713,103.8440399,5.0,Closed · Opens 11 AM,,097 295 91 85
1193,Saparis Eatery & Cocktail Bar,02 Du_ng Hoang Di_u Sapa 330000 Lao Cai Province,https://www.bing.com/maps?cp=22.336544036865234%7E103.84115600585938&lvl=17.0&q=Saparis%20Eatery%20%26%20Cocktail%20Bar%20%2C%2002%20Du_ng%20Hoang%20Di_u%20Sapa%20330000%20Lao%20Cai%20Province,22.33654404,103.841156,5.0,Open · Closes 11 PM,https://www.saparis.net/,098 938 89 72
1194,"Chợ Tình Quán - 63d Fansipan, Sapa",22 Ngũ Chỉ Sơn Sa Pa 31700 Lào Cai,https://www.bing.com/maps?cp=22.33781623840332%7E103.84711456298828&lvl=17.0&q=Ch%E1%BB%A3%20T%C3%ACnh%20Qu%C3%A1n%20-%2063d%20Fansipan%2C%20Sapa%20%2C%2022%20Ng%C5%A9%20Ch%E1%BB%89%20S%C6%A1n%20Sa%20Pa%2031700%20L%C3%A0o%20Cai,22.33781624,103.8471146,5.0,Open · Closes 10 PM,,0888 993 773
1195,The Haven Sapa Restaurant,"80 San Sa Ho Commune, Sa Pa Just Above Cat Cat Village Entrance Sapa I- Lao Cai Province",https://www.bing.com/maps?cp=22.330625534057617%7E103.8363037109375&lvl=17.0&q=The%20Haven%20Sapa%20Restaurant%20%2C%2080%20San%20Sa%20Ho%20Commune%2C%20Sa%20Pa%20Just%20Above%20Cat%20Cat%20Village%20Entrance%20Sapa%20I-%20Lao%20Cai%20Province,22.33062553,103.8363037,,,,
1196,Hello Vietnam Restaurant,045a Fansipan Street Sapa 330000 Lao Cai Province,https://www.bing.com/maps?cp=22.332839965820312%7E103.8401107788086&lvl=17.0&q=Hello%20Vietnam%20Restaurant%20%2C%20045a%20Fansipan%20Street%20Sapa%20330000%20Lao%20Cai%20Province,22.33283997,103.8401108,4.5,Open · Closes 10:30 PM,,097 658 28 98
1197,RED DAO SPA,"Group 5, Thac Bac Street 29 Sapa 661300",https://www.bing.com/maps?cp=22.336166381835938%7E103.8399429321289&lvl=17.0&q=RED%20DAO%20SPA%20%2C%20Group%205%2C%20Thac%20Bac%20Street%2029%20Sapa%20661300,22.33616638,103.8399429,4.0,Closed · Opens 2 PM,,098 469 91 49
1198,Sapa Cardamon Restaurant,01a Thac Bac Street Sapa 330000 Lao Cai Province,https://www.bing.com/maps?cp=22.335773468017578%7E103.83927154541016&lvl=17.0&q=Sapa%20Cardamon%20Restaurant%20%2C%2001a%20Thac%20Bac%20Street%20Sapa%20330000%20Lao%20Cai%20Province,22.33577347,103.8392715,,Open · Closes 9 PM,,0214 3871 363
1199,Family Restaurant,021 Fansipan Sapa 330000,https://www.bing.com/maps?cp=22.333311080932617%7E103.8406982421875&lvl=17.0&q=Family%20Restaurant%20%2C%20021%20Fansipan%20Sapa%20330000,22.33331108,103.8406982,5.0,,,097 222 77 55
1200,The Mist Sapa,11 Đường Thác Bạc Thị Xã Sa Pa 31724,https://www.bing.com/maps?cp=22.33545684814453%7E103.83961486816406&lvl=17.0&q=The%20Mist%20Sapa%20%2C%2011%20%C4%90%C6%B0%E1%BB%9Dng%20Th%C3%A1c%20B%E1%BA%A1c%20Th%E1%BB%8B%20X%C3%A3%20Sa%20Pa%2031724,22.33545685,103.8396149,5.0,Open · Closes 9:30 PM,http://the-mist-sapa.business.site/?m=true,0708 742 165
1201,Zach's House,042 Fansipan Sapa 330000,https://www.bing.com/maps?cp=22.332847595214844%7E103.84004211425781&lvl=17.0&q=Zach's%20House%20%2C%20042%20Fansipan%20Sapa%20330000,22.3328476,103.8400421,,Open · Closes 11 PM,,096 650 71 11
1202,Funny Pub Sapa,69C Fansipan Sapa 330000,https://www.bing.com/maps?cp=22.332792282104492%7E103.83800506591797&lvl=17.0&q=Funny%20Pub%20Sapa%20%2C%2069C%20Fansipan%20Sapa%20330000,22.33279228,103.8380051,5.0,Open · Closes 11:45 PM,,094 951 19 87
1203,Joi I Maison de Sapa,"18 Thac Bac, Maison de Sapa Sapa 330000",https://www.bing.com/maps?cp=22.33283042907715%7E103.84326171875&lvl=17.0&q=Joi%20I%20Maison%20de%20Sapa%20%2C%2018%20Thac%20Bac%2C%20Maison%20de%20Sapa%20Sapa%20330000,22.33283043,103.8432617,4.5,,http://hoteldesapa.com/,097 734 43 61
1204,"Cafe Pure, Sapa",3 Đường Thác Bạc Thị Xã Sa Pa,https://www.bing.com/maps?cp=22.336183547973633%7E103.84027099609375&lvl=17.0&q=Cafe%20Pure%2C%20Sapa%20%2C%203%20%C4%90%C6%B0%E1%BB%9Dng%20Th%C3%A1c%20B%E1%BA%A1c%20Th%E1%BB%8B%20X%C3%A3%20Sa%20Pa,22.33618355,103.840271,4.5,,https://www.facebook.com/people/Caffe-Pure/100054625231164/,097 891 79 56
1205,Viet Home Restaurant Sapa,"019 Tue Tinh Street | Fansipan, Sapa 330000, Vietnam Tt. Sa Pa 330000 Tỉnh Lào Cai",https://www.bing.com/maps?cp=22.333057403564453%7E103.84034729003906&lvl=17.0&q=Viet%20Home%20Restaurant%20Sapa%20%2C%20019%20Tue%20Tinh%20Street%20%7C%20Fansipan%2C%20Sapa%20330000%2C%20Vietnam%20Tt.%20Sa%20Pa%20330000%20T%E1%BB%89nh%20L%C3%A0o%20Cai,22.3330574,103.8403473,4.5,Closed · Opens Sun 7 AM,,091 306 94 23
1206,Mộc Takeaway,"Bản Cát Cát, Xã Hoàng Liên Sapa",https://www.bing.com/maps?cp=22.32923126220703%7E103.829345703125&lvl=17.0&q=M%E1%BB%99c%20Takeaway%20%2C%20B%E1%BA%A3n%20C%C3%A1t%20C%C3%A1t%2C%20X%C3%A3%20Ho%C3%A0ng%20Li%C3%AAn%20Sapa,22.32923126,103.8293457,5.0,Open · Closes 6 PM,https://www.facebook.com/moctakeaway/,098 530 76 62
1207,BB Sky Lounge,"08 Cau May, Fansipan Str entrance Sapa 330000",https://www.bing.com/maps?cp=22.335010528564453%7E103.84117126464844&lvl=17.0&q=BB%20Sky%20Lounge%20%2C%2008%20Cau%20May%2C%20Fansipan%20Str%20entrance%20Sapa%20330000,22.33501053,103.8411713,3.5,Closed · Opens 3 PM,,0214 3871 996
1208,Van Sam Restaurant,"8rpv+ggq, Tt, Hoang Lien Cable Car Station, Sunworld Fansipan Legend Tourist Area Sapa",https://www.bing.com/maps?cp=22.33633804321289%7E103.84385681152344&lvl=17.0&q=Van%20Sam%20Restaurant%20%2C%208rpv%2Bggq%2C%20Tt%2C%20Hoang%20Lien%20Cable%20Car%20Station%2C%20Sunworld%20Fansipan%20Legend%20Tourist%20Area%20Sapa,22.33633804,103.8438568,,Open · Closes 10 PM,,094 830 99 99
1209,69 C fansipan thị xã sapa lào cai,069 C fansipan Sapa,https://www.bing.com/maps?cp=22.341184616088867%7E103.84031677246094&lvl=17.0&q=69%20C%20fansipan%20th%E1%BB%8B%20x%C3%A3%20sapa%20l%C3%A0o%20cai%20%2C%20069%20C%20fansipan%20Sapa,22.34118462,103.8403168,,Open 24 hours,,097 142 98 99
1210,Nhà Hàng Anh Dũng - Sapa,69 Xuân Viên 190000,https://www.bing.com/maps?cp=22.33701515197754%7E103.8440933227539&lvl=17.0&q=Nh%C3%A0%20H%C3%A0ng%20Anh%20D%C5%A9ng%20-%20Sapa%20%2C%2069%20Xu%C3%A2n%20Vi%C3%AAn%20190000,22.33701515,103.8440933,,,https://www.facebook.com/nhahanganhdung2sapa/,096 977 83 83
1211,Sang Meo Restaurant,"29 Fansipan Street, Sa Pa Sapa I- Lao Cai Province",https://www.bing.com/maps?cp=22.333602905273438%7E103.8410873413086&lvl=17.0&q=Sang%20Meo%20Restaurant%20%2C%2029%20Fansipan%20Street%2C%20Sa%20Pa%20Sapa%20I-%20Lao%20Cai%20Province,22.33360291,103.8410873,,Open · Closes 10 PM,,0888 681 221
1212,"Gem Valley, Lao Cai",Cat Cat - Sapa Lao Cai 19000,https://www.bing.com/maps?cp=22.330896377563477%7E103.8348388671875&lvl=17.0&q=Gem%20Valley%2C%20Lao%20Cai%20%2C%20Cat%20Cat%20-%20Sapa%20Lao%20Cai%2019000,22.33089638,103.8348389,4.5,,,097 873 65 61
1213,Sapa Impressive Restaurant,27 Fansipan Sapa,https://www.bing.com/maps?cp=22.33321762084961%7E103.84117889404297&lvl=17.0&q=Sapa%20Impressive%20Restaurant%20%2C%2027%20Fansipan%20Sapa,22.33321762,103.8411789,,,,097 257 25 92
1214,FAMILY Sapa Restaurant & Vegan,"031 Fansipan, TT. Sa Pa, Sa Pa, Lào Cai, Việt Nam",https://www.bing.com/maps?cp=22.33411979675293%7E103.84129333496094&lvl=17.0&q=FAMILY%20Sapa%20Restaurant%20%26%20Vegan%20%2C%20031%20Fansipan%2C%20TT.%20Sa%20Pa%2C%20Sa%20Pa%2C%20L%C3%A0o%20Cai%2C%20Vi%E1%BB%87t%20Nam,22.3341198,103.8412933,,,https://www.facebook.com/family063fansipan/,
1215,Halosa Spa,63C Fansipan Sapa,https://www.bing.com/maps?cp=22.332477569580078%7E103.83955383300781&lvl=17.0&q=Halosa%20Spa%20%2C%2063C%20Fansipan%20Sapa,22.33247757,103.8395538,5.0,,https://halosasapa.com/en/restaurant/,091 286 99 89
1216,Nhà Hàng A Phủ Sapa - Tinh Hoa Ẩm Thực Tây Bắc,"15 Fansipan, TT. Sa Pa, Sa Pa, Lào Cai, Việt Nam",https://www.bing.com/maps?cp=22.33395767211914%7E103.84221649169922&lvl=17.0&q=Nh%C3%A0%20H%C3%A0ng%20A%20Ph%E1%BB%A7%20Sapa%20-%20Tinh%20Hoa%20%E1%BA%A8m%20Th%E1%BB%B1c%20T%C3%A2y%20B%E1%BA%AFc%20%2C%2015%20Fansipan%2C%20TT.%20Sa%20Pa%2C%20Sa%20Pa%2C%20L%C3%A0o%20Cai%2C%20Vi%E1%BB%87t%20Nam,22.33395767,103.8422165,,,https://www.facebook.com/nhahangaphusapa/,0868 159 900
1217,An Vegan Restaurant & Coffee,"29 Fansipan, TT. Sa Pa, Sa Pa, Lào Cai 330000, Việt Nam",https://www.bing.com/maps?cp=22.33355712890625%7E103.84125518798828&lvl=17.0&q=An%20Vegan%20Restaurant%20%26%20Coffee%20%2C%2029%20Fansipan%2C%20TT.%20Sa%20Pa%2C%20Sa%20Pa%2C%20L%C3%A0o%20Cai%20330000%2C%20Vi%E1%BB%87t%20Nam,22.33355713,103.8412552,5.0,Open · Closes 9 PM,https://www.facebook.com/share/17mebjs6su,094 662 72 07
1218,White Cloud Coffee & Restaurant,65 Fansipan Sapa 330000,https://www.bing.com/maps?cp=22.332427978515625%7E103.83899688720703&lvl=17.0&q=White%20Cloud%20Coffee%20%26%20Restaurant%20%2C%2065%20Fansipan%20Sapa%20330000,22.33242798,103.8389969,4.5,Open · Closes 11 PM,,0862 612 882
1219,Aliana Sapa Restaurant & Bar,No.30 Hoang Lien Street Sapa 10000,https://www.bing.com/maps?cp=22.499208450317383%7E103.96639251708984&lvl=17.0&q=Aliana%20Sapa%20Restaurant%20%26%20Bar%20%2C%20No.30%20Hoang%20Lien%20Street%20Sapa%2010000,22.49920845,103.9663925,5.0,Closed · Opens 11 AM,https://alianaboutiquesapa.com/dining,0214 3772 268
1220,A Phu Restaurant,15 Fansipan Street Sapa,https://www.bing.com/maps?cp=22.492082595825195%7E103.96797180175781&lvl=17.0&q=A%20Phu%20Restaurant%20%2C%2015%20Fansipan%20Street%20Sapa,22.4920826,103.9679718,,,,0868 159 900
1221,Rock Cafe Tam Dao,Tam Dao 280000,https://www.bing.com/maps?cp=21.456079483032227%7E105.64425659179688&lvl=17.0&q=Rock%20Cafe%20Tam%20Dao%20%2C%20Tam%20Dao%20280000,21.45607948,105.6442566,4.0,Open · Closes 2 PM,,097 106 50 06
1222,Quan Gio Tam Dao,Hamlet 1 Tam Dao 280000,https://www.bing.com/maps?cp=21.45115852355957%7E105.64608764648438&lvl=17.0&q=Quan%20Gio%20Tam%20Dao%20%2C%20Hamlet%201%20Tam%20Dao%20280000,21.45115852,105.6460876,4.0,,,
1223,Cơm Thố Anh Nguyễn - Tam Đảo,"FJ4W+R2W, Khu 1, Tam Đảo, Vĩnh Phúc, Việt Nam",https://www.bing.com/maps?cp=21.455764770507812%7E105.64566040039062&lvl=17.0&q=C%C6%A1m%20Th%E1%BB%91%20Anh%20Nguy%E1%BB%85n%20-%20Tam%20%C4%90%E1%BA%A3o%20%2C%20FJ4W%2BR2W%2C%20Khu%201%2C%20Tam%20%C4%90%E1%BA%A3o%2C%20V%C4%A9nh%20Ph%C3%BAc%2C%20Vi%E1%BB%87t%20Nam,21.45576477,105.6456604,,,https://comthoanhnguyen.com.vn/,091 316 99 33
1224,PG Coffee,24 Đường Nguyễn Tất Thành Vĩnh Yên 15110,https://www.bing.com/maps?cp=21.321691513061523%7E105.6067123413086&lvl=17.0&q=PG%20Coffee%20%2C%2024%20%C4%90%C6%B0%E1%BB%9Dng%20Nguy%E1%BB%85n%20T%E1%BA%A5t%20Th%C3%A0nh%20V%C4%A9nh%20Y%C3%AAn%2015110,21.32169151,105.6067123,,,,096 600 15 51
1225,Quán Ăn Thắng Hoa,Đường Lê Hồng Phong Đồng Tâm 15112 Vĩnh Phúc,https://www.bing.com/maps?cp=21.29492950439453%7E105.57980346679688&lvl=17.0&q=Qu%C3%A1n%20%C4%82n%20Th%E1%BA%AFng%20Hoa%20%2C%20%C4%90%C6%B0%E1%BB%9Dng%20L%C3%AA%20H%E1%BB%93ng%20Phong%20%C4%90%E1%BB%93ng%20T%C3%A2m%2015112%20V%C4%A9nh%20Ph%C3%BAc,21.2949295,105.5798035,,,https://www.facebook.com/Hoangyenn0346895195/,098 425 99 93
1226,Xôi Phố - 39 Đội Cấn,37 Phố Đội Cấn Vĩnh Yên 15108,https://www.bing.com/maps?cp=21.310028076171875%7E105.59732818603516&lvl=17.0&q=X%C3%B4i%20Ph%E1%BB%91%20-%2039%20%C4%90%E1%BB%99i%20C%E1%BA%A5n%20%2C%2037%20Ph%E1%BB%91%20%C4%90%E1%BB%99i%20C%E1%BA%A5n%20V%C4%A9nh%20Y%C3%AAn%2015108,21.31002808,105.5973282,,,,097 409 20 21
1227,Hội Gà Chọi Vĩnh Phúc,Vĩnh Yên Vinh Yen Vĩnh Phúc,https://www.bing.com/maps?cp=21.311933517456055%7E105.59796142578125&lvl=17.0&q=H%E1%BB%99i%20G%C3%A0%20Ch%E1%BB%8Di%20V%C4%A9nh%20Ph%C3%BAc%20%2C%20V%C4%A9nh%20Y%C3%AAn%20Vinh%20Yen%20V%C4%A9nh%20Ph%C3%BAc,21.31193352,105.5979614,,,https://www.facebook.com/people/H%E1%BB%99i-G%C3%A0-Ch%E1%BB%8Di-V%C4%A9nh-Ph%C3%BAc/100064814285955/,098 276 12 34
1228,Nha Hang Hoa Lam,"Nguyen Tri Phuong Street Lien Bao, Trai Giao Vinh Yen I- Vinh Phuc Province",https://www.bing.com/maps?cp=21.323320388793945%7E105.60874938964844&lvl=17.0&q=Nha%20Hang%20Hoa%20Lam%20%2C%20Nguyen%20Tri%20Phuong%20Street%20Lien%20Bao%2C%20Trai%20Giao%20Vinh%20Yen%20I-%20Vinh%20Phuc%20Province,21.32332039,105.6087494,4.0,Open 24 hours,,0382 462 859
1229,Nhà Hàng Anh Đạt,"Km 9 Hợp Châu, Tam Đảo, Vĩnh Phúc Vĩnh Phúc Province 0211 Vĩnh Phúc Province",https://www.bing.com/maps?cp=21.406192779541016%7E105.57302856445312&lvl=17.0&q=Nh%C3%A0%20H%C3%A0ng%20Anh%20%C4%90%E1%BA%A1t%20%2C%20Km%209%20H%E1%BB%A3p%20Ch%C3%A2u%2C%20Tam%20%C4%90%E1%BA%A3o%2C%20V%C4%A9nh%20Ph%C3%BAc%20V%C4%A9nh%20Ph%C3%BAc%20Province%200211%20V%C4%A9nh%20Ph%C3%BAc%20Province,21.40619278,105.5730286,,Open · Closes 9 PM,,094 891 33 66
1230,Hai San Lang Chai,73 Nguyen Tat Thanh Lien Bao Vinh Yen I- Vinh Phuc Province,https://www.bing.com/maps?cp=21.323205947875977%7E105.61122131347656&lvl=17.0&q=Hai%20San%20Lang%20Chai%20%2C%2073%20Nguyen%20Tat%20Thanh%20Lien%20Bao%20Vinh%20Yen%20I-%20Vinh%20Phuc%20Province,21.32320595,105.6112213,,Open · Closes 11 PM,https://haisanlangchai.vn/,0211 6299 799
1231,Quán Trà Đá,"179,Đường Phạm Văn Đồng Xuân Hòa 15910 Vĩnh Phúc",https://www.bing.com/maps?cp=21.289875030517578%7E105.72064208984375&lvl=17.0&q=Qu%C3%A1n%20Tr%C3%A0%20%C4%90%C3%A1%20%2C%20179%2C%C4%90%C6%B0%E1%BB%9Dng%20Ph%E1%BA%A1m%20V%C4%83n%20%C4%90%E1%BB%93ng%20Xu%C3%A2n%20H%C3%B2a%2015910%20V%C4%A9nh%20Ph%C3%BAc,21.28987503,105.7206421,,,,
1232,"Nhà Hàng Thu Hằng - Nhà Hàng đặc sản ngon, uy tín tại Tam Đảo","Ngõ 6 Đường Nguyễn Tất Thành, TT. Tam Đảo, Tam Đảo, Vĩnh Phúc, Việt Nam",https://www.bing.com/maps?cp=21.323543548583984%7E105.60667419433594&lvl=17.0&q=Nh%C3%A0%20H%C3%A0ng%20Thu%20H%E1%BA%B1ng%20-%20Nh%C3%A0%20H%C3%A0ng%20%C4%91%E1%BA%B7c%20s%E1%BA%A3n%20ngon%2C%20uy%20t%C3%ADn%20t%E1%BA%A1i%20Tam%20%C4%90%E1%BA%A3o%20%2C%20Ng%C3%B5%206%20%C4%90%C6%B0%E1%BB%9Dng%20Nguy%E1%BB%85n%20T%E1%BA%A5t%20Th%C3%A0nh%2C%20TT.%20Tam%20%C4%90%E1%BA%A3o%2C%20Tam%20%C4%90%E1%BA%A3o%2C%20V%C4%A9nh%20Ph%C3%BAc%2C%20Vi%E1%BB%87t%20Nam,21.32354355,105.6066742,,,,094 831 23 12
1233,Ốc Mít Mật - Trại Cúp,Trại Cúp Vĩnh Phúc 280000,https://www.bing.com/maps?cp=21.3187313079834%7E105.68610382080078&lvl=17.0&q=%E1%BB%90c%20M%C3%ADt%20M%E1%BA%ADt%20-%20Tr%E1%BA%A1i%20C%C3%BAp%20%2C%20Tr%E1%BA%A1i%20C%C3%BAp%20V%C4%A9nh%20Ph%C3%BAc%20280000,21.31873131,105.6861038,,,,0399 697 999
1234,Quán Phở Cô Thanh,Đường Nguyễn Tất Thành Liên Bảo 15110 Vĩnh Phúc,https://www.bing.com/maps?cp=21.32286262512207%7E105.6031265258789&lvl=17.0&q=Qu%C3%A1n%20Ph%E1%BB%9F%20C%C3%B4%20Thanh%20%2C%20%C4%90%C6%B0%E1%BB%9Dng%20Nguy%E1%BB%85n%20T%E1%BA%A5t%20Th%C3%A0nh%20Li%C3%AAn%20B%E1%BA%A3o%2015110%20V%C4%A9nh%20Ph%C3%BAc,21.32286263,105.6031265,,,,
1235,Minh Phu,"Vinh Tien Village, Ba Hien Ward, Bá Hiến Vĩnh Phúc",https://www.bing.com/maps?cp=21.315765380859375%7E105.6916732788086&lvl=17.0&q=Minh%20Phu%20%2C%20Vinh%20Tien%20Village%2C%20Ba%20Hien%20Ward%2C%20B%C3%A1%20Hi%E1%BA%BFn%20V%C4%A9nh%20Ph%C3%BAc,21.31576538,105.6916733,,,,0211 3888 412
1236,Chè Thái Nguyên,"582/1 Cách Mạng Tháng 8, Thái Nguyên, Vietnam Thái Nguyên (thành Phố) 25000 Thái Nguyên",https://www.bing.com/maps?cp=21.57781219482422%7E105.84941101074219&lvl=17.0&q=Ch%C3%A8%20Th%C3%A1i%20Nguy%C3%AAn%20%2C%20582%2F1%20C%C3%A1ch%20M%E1%BA%A1ng%20Th%C3%A1ng%208%2C%20Th%C3%A1i%20Nguy%C3%AAn%2C%20Vietnam%20Th%C3%A1i%20Nguy%C3%AAn%20(th%C3%A0nh%20Ph%E1%BB%91)%2025000%20Th%C3%A1i%20Nguy%C3%AAn,21.57781219,105.849411,,,https://www.facebook.com/chexanh.net/,0398 137 695
1237,Nhà Hàng K-BBQ Vĩnh Yên,"Ngã Tư Vina, Khai Quang, Vĩnh Yên, Vĩnh Phúc, Việt Nam",https://www.bing.com/maps?cp=21.308273315429688%7E105.61869049072266&lvl=17.0&q=Nh%C3%A0%20H%C3%A0ng%20K-BBQ%20V%C4%A9nh%20Y%C3%AAn%20%2C%20Ng%C3%A3%20T%C6%B0%20Vina%2C%20Khai%20Quang%2C%20V%C4%A9nh%20Y%C3%AAn%2C%20V%C4%A9nh%20Ph%C3%BAc%2C%20Vi%E1%BB%87t%20Nam,21.30827332,105.6186905,,,https://www.facebook.com/KBBQVN/,096 963 28 79
1238,Quán chay An Bình,"Phố chợ 2 , thị trấn Đại Từ, huyện Đại Từ, tỉnh Thái Nguyên ( gần công an huyện Đại Từ ) Thái Nguyên 0280 Thái Nguyên",https://www.bing.com/maps?cp=21.64410400390625%7E105.6265869140625&lvl=17.0&q=Qu%C3%A1n%20chay%20An%20B%C3%ACnh%20%2C%20Ph%E1%BB%91%20ch%E1%BB%A3%202%20%2C%20th%E1%BB%8B%20tr%E1%BA%A5n%20%C4%90%E1%BA%A1i%20T%E1%BB%AB%2C%20huy%E1%BB%87n%20%C4%90%E1%BA%A1i%20T%E1%BB%AB%2C%20t%E1%BB%89nh%20Th%C3%A1i%20Nguy%C3%AAn%20(%20g%E1%BA%A7n%20c%C3%B4ng%20an%20huy%E1%BB%87n%20%C4%90%E1%BA%A1i%20T%E1%BB%AB%20)%20Th%C3%A1i%20Nguy%C3%AAn%200280%20Th%C3%A1i%20Nguy%C3%AAn,21.644104,105.6265869,,,https://www.facebook.com/QCAnBinh/,098 313 56 85
1239,Trâu Ngon Quán,189 Lam Sơn Vinh Yen 15000 Vĩnh Phúc,https://www.bing.com/maps?cp=21.3054141998291%7E105.58333587646484&lvl=17.0&q=Tr%C3%A2u%20Ngon%20Qu%C3%A1n%20%2C%20189%20Lam%20S%C6%A1n%20Vinh%20Yen%2015000%20V%C4%A9nh%20Ph%C3%BAc,21.3054142,105.5833359,,,http://songhongresort.com/,0211 6250 099
1240,Thai Cuong,"Group 16, Thinh Dan Ward, Thịnh Đán Thái Nguyên",https://www.bing.com/maps?cp=21.572126388549805%7E105.81330871582031&lvl=17.0&q=Thai%20Cuong%20%2C%20Group%2016%2C%20Thinh%20Dan%20Ward%2C%20Th%E1%BB%8Bnh%20%C4%90%C3%A1n%20Th%C3%A1i%20Nguy%C3%AAn,21.57212639,105.8133087,,,,0208 3858 754
1241,"Tam Dao Turmeric and Green Tea.,Jsc","Doi Cao Village, Hop Chau Ward, Hợp Châu Vĩnh Phúc",https://www.bing.com/maps?cp=21.393016815185547%7E105.61367797851562&lvl=17.0&q=Tam%20Dao%20Turmeric%20and%20Green%20Tea.%2CJsc%20%2C%20Doi%20Cao%20Village%2C%20Hop%20Chau%20Ward%2C%20H%E1%BB%A3p%20Ch%C3%A2u%20V%C4%A9nh%20Ph%C3%BAc,21.39301682,105.613678,,,,0868 067 768
1242,Nam Viet International,"Plot 151, Map 37, Nguyen Tat Thanh Street, Lien Bao Ward, Liên Bảo Vĩnh Phúc",https://www.bing.com/maps?cp=21.32248306274414%7E105.61268615722656&lvl=17.0&q=Nam%20Viet%20International%20%2C%20Plot%20151%2C%20Map%2037%2C%20Nguyen%20Tat%20Thanh%20Street%2C%20Lien%20Bao%20Ward%2C%20Li%C3%AAn%20B%E1%BA%A3o%20V%C4%A9nh%20Ph%C3%BAc,21.32248306,105.6126862,,,,091 926 86 66
1243,Mình Hoach Fresh Chicken King Restaurant,Cau Bong Toi - D Ben Tuong Thai Nguyen 23000,https://www.bing.com/maps?cp=21.59539031982422%7E105.84552764892578&lvl=17.0&q=M%C3%ACnh%20Hoach%20Fresh%20Chicken%20King%20Restaurant%20%2C%20Cau%20Bong%20Toi%20-%20D%20Ben%20Tuong%20Thai%20Nguyen%2023000,21.59539032,105.8455276,,,,
1244,Quán Ăn Nhân Thảo,Phố Lý Bôn Ngô Quyền 15108 Vĩnh Phúc,https://www.bing.com/maps?cp=21.30727767944336%7E105.59468841552734&lvl=17.0&q=Qu%C3%A1n%20%C4%82n%20Nh%C3%A2n%20Th%E1%BA%A3o%20%2C%20Ph%E1%BB%91%20L%C3%BD%20B%C3%B4n%20Ng%C3%B4%20Quy%E1%BB%81n%2015108%20V%C4%A9nh%20Ph%C3%BAc,21.30727768,105.5946884,,,,
1245,Chan May Tam Dao,1 Khu 1 Yen Phuong Commune 15000 Vĩnh Phúc,https://www.bing.com/maps?cp=21.45753288269043%7E105.64395904541016&lvl=17.0&q=Chan%20May%20Tam%20Dao%20%2C%201%20Khu%201%20Yen%20Phuong%20Commune%2015000%20V%C4%A9nh%20Ph%C3%BAc,21.45753288,105.643959,3.5,,https://venushotel.vn/,091 233 78 85
1246,Primavera Italian Restaurant,54/7 Phan Đình Phùng Đà Lạt 670000 Tỉnh Lâm Đồng,https://www.bing.com/maps?cp=11.943777084350586%7E108.43413543701172&lvl=17.0&q=Primavera%20Italian%20Restaurant%20%2C%2054%2F7%20Phan%20%C4%90%C3%ACnh%20Ph%C3%B9ng%20%C4%90%C3%A0%20L%E1%BA%A1t%20670000%20T%E1%BB%89nh%20L%C3%A2m%20%C4%90%E1%BB%93ng,11.94377708,108.4341354,4.5,Closed · Opens noon,https://www.primaveradalat.com/,0263 3582 018
1247,Artist Alley Restaurant,124/1 Phan Dinh Phung Da Lat 670000 Lam Dong Province,https://www.bing.com/maps?cp=11.943612098693848%7E108.43413543701172&lvl=17.0&q=Artist%20Alley%20Restaurant%20%2C%20124%2F1%20Phan%20Dinh%20Phung%20Da%20Lat%20670000%20Lam%20Dong%20Province,11.9436121,108.4341354,4.5,Closed · Opens 11 AM,https://www.facebook.com/painterbien/,094 166 22 07
